game,manufacturer,display_name,class,pi,country,availability,source
fh6,Ford,2010 Ford Crown Victoria Police Interceptor,Retro Muscle,354 D,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2011 Ford Transit SuperSportVan,Utility Heroes,235 D,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2013 Ford Mustang Shelby GT500,Modern Muscle,647 A,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2014 Ford #11 Rockstar F-150 Trophy Truck,Unlimited Offroad,613 A,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2014 Ford FPV Limited Edition Pursuit Ute,Utility Heroes,563 B,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2014 Ford Ranger T6 Rally Raid,Offroad,530 B,USA,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Ford,2016 Ford Mustang Shelby GT350R,Track Toys,721 S1,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2017 Ford #14 Rahal Letterman Lanigan Racing Fiesta,Rally Monsters,772 S1,USA,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Ford,2017 Ford #25 'Brocky' Ultra4 Bronco RTR,Unlimited Offroad,644 A,USA,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Ford,2017 Ford Focus RS,Super Hot Hatch,588 B,USA,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Ford,2017 Ford GT,Modern Supercars,757 S1,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2017 Ford M-Sport Fiesta RS,Rally Monsters,707 S1,USA,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Ford,2018 Ford Mustang RTR Spec 5,Modern Muscle,648 A,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2020 Ford #2069 Ford Performance Bronco R,Offroad,441 C,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2020 Ford Mustang Shelby GT500,Modern Muscle,734 S1,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2020 Ford Super Duty F-450 DRW PLATINUM,Pickups & 4x4's,379 D,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2020 Ford Super Duty F-450 DRW PLATINUM Forza Edition,Pickups & 4x4's,700 A,USA,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Ford,2022 Ford Bronco Raptor,Pickups & 4x4's,473 C,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2022 Ford F-150 Lightning,Pickups & 4x4's,500 C,USA,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Ford,2022 Ford Focus ST,Hot Hatch,594 B,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2022 Ford Supervan 4,Extreme Track Toys,919 R,USA,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,Ford,2023 Ford F-150 Raptor R,Pickups & 4x4's,536 B,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2023 Ford F-150 Raptor R Welcome Pack,Pickups & 4x4's,600 B,USA,Autoshow DLC,forza.net/fh6cars
fh6,Ford,2023 Ford Fiesta ST,Hot Hatch,500 C,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Ford,2024 Ford Mustang Dark Horse,Modern Muscle,669 A,USA,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Ford,2024 Ford Mustang GT,Modern Muscle,628 A,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Formula Drift,1989 Formula Drift #98 BMW 325i,Drift Cars,726 S1,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Formula Drift,1995 Formula Drift #34 Toyota Supra MkIV,Drift Cars,759 S1,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Formula Drift,1997 Formula Drift #777 Nissan 240SX,Drift Cars,748 S1,USA,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Formula Drift,2006 Formula Drift #43 Dodge Viper SRT-10 ACR,Drift Cars,748 S1,USA,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Formula Drift,2007 Formula Drift #117 599 GTB Fiorano,Drift Cars,767 S1,USA,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Formula Drift,2009 Formula Drift #99 Mazda RX-8,Drift Cars,737 S1,USA,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Formula Drift,2013 Formula Drift #777 Chevrolet Corvette,Drift Cars,760 S1,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Formula Drift,2015 Formula Drift #13 Ford Mustang,Drift Cars,739 S1,USA,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Formula Drift,2016 Formula Drift #530 HSV Maloo GEN-F,Drift Cars,710 S1,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Formula Drift,2019 Formula Drift #411 Toyota Corolla Hatchback,Drift Cars,754 S1,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Formula Drift,2020 Formula Drift #151 Toyota GR Supra,Drift Cars,779 S1,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Formula Drift,2020 Formula Drift #91 BMW M2,Drift Cars,748 S1,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Formula Drift,2023 Formula Drift #64 Forsberg Racing Nissan Z,Drift Cars,783 S1,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Funco Motorsports,2018 Funco Motorsports F9,Unlimited Buggies,752 S1,USA,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,GMC,1970 GMC Jimmy,Pickups & 4x4's,416 C,USA,Autoshow,forza.net/fh6cars
fh6,GMC,1991 GMC Syclone,Pickups & 4x4's,446 C,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,GMC,1992 GMC Typhoon,Sports Utility Heroes,435 C,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,GMC,2022 GMC HUMMER EV Pickup,Pickups & 4x4's,610 A,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Gordon Murray Automotive,2020 Gordon Murray Automotive T.50,Hypercars,871 S2,UK,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,GR,2025 GR GT Prototype,Super GT,771 S1,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Hennessey,2012 Hennessey Venom GT,Hypercars,845 S2,USA,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Hennessey,2019 Hennessey Ford F-150 VelociRaptor 6X6,Pickups & 4x4's,520 B,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Hennessey,2021 Hennessey Venom F5,Hypercars,870 S2,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Holden,1977 Holden Torana A9X,Classic Muscle,413 C,Australia,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Honda,1970 Honda S800,Cult Cars,134 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Honda,1974 Honda Civic RS,Retro Hot Hatch,254 D,Japan,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,Honda,1984 Honda City E II,Eclectic Domestics,203 D,Japan,"Autoshow, Collection Journal, Wheelspin",forza.net/fh6cars
fh6,Honda,1984 Honda Civic CRX Mugen,Retro Sports Cars,390 D,Japan,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,Honda,1986 Honda Civic Si,Retro Hot Hatch,253 D,Japan,Autoshow,forza.net/fh6cars
fh6,Honda,1990 Honda #19 101 Motorsport CRX WTAC,Extreme Track Toys,877 S2,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Honda,1991 Honda Beat,Eclectic Domestics,283 D,Japan,"Autoshow, Collection Journal, Wheelspin",forza.net/fh6cars
fh6,Honda,1991 Honda CR-X SiR,Retro Hot Hatch,465 C,Japan,Seasonal,forza.net/fh6cars
fh6,Honda,1992 Honda #21 Hardrace/JDMYard Civic WTAC,Extreme Track Toys,913 R,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Honda,1992 Honda NSX-R,Retro Sports Cars,572 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Honda,1994 Honda Acty,Eclectic Domestics,100 D,Japan,"Autoshow, Collection Journal, Wheelspin",forza.net/fh6cars
fh6,Honda,1994 Honda Prelude Si,Retro Hot Hatch,410 C,Japan,"Autoshow, Collection Journal, Wheelspin",forza.net/fh6cars
fh6,Honda,1997 Honda Civic Type R,Retro Hot Hatch,430 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Honda,2001 Honda #33 Integra WTAC,Extreme Track Toys,860 S2,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Honda,2003 Honda S2000,Modern Sports Cars,503 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Honda,2004 Honda #52 Evasive Motorsports S2000 WTAC,Extreme Track Toys,888 S2,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Honda,2004 Honda Civic Type R,Retro Hot Hatch,480 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Honda,2005 Honda NSX-R,Retro Sports Cars,570 B,Japan,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Honda,2005 Honda NSX-R GT,Retro Sports Cars,608 A,Japan,Collection Journal,forza.net/fh6cars
fh6,Honda,2007 Honda Civic Type R,Hot Hatch,454 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Honda,2008 Honda Civic Type R (FD2),Retro Super Saloons,514 B,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Honda,2015 Honda Civic Type R,Super Hot Hatch,585 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Honda,2015 Honda Ridgeline Baja Trophy Truck,Unlimited Offroad,580 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Honda,2018 Honda Civic Type R,Super Hot Hatch,608 A,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Honda,2022 Honda e,Hot Hatch,398 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Honda,2023 Honda Civic Type R,Super Hot Hatch,620 A,Japan,"Autoshow, Collection Journal, Wheelspin",forza.net/fh6cars
fh6,HSV,2014 HSV GEN-F GTS,Modern Muscle,601 A,Australia,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,HSV,2014 HSV Limited Edition GEN-F GTS Maloo,Utility Heroes,629 A,Australia,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Hyundai,2019 Hyundai Veloster N,Super Hot Hatch,532 B,Korea,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Hyundai,2020 Hyundai i30 N,Super Hot Hatch,553 B,Korea,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Hyundai,2021 Hyundai i20 N,Hot Hatch,564 B,Korea,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Hyundai,2022 Hyundai N Vision 74,Track Toys,692 A,Korea,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Hyundai,2023 Hyundai IONIQ 5 N,Sports Utility Heroes,657 A,Korea,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Jaguar,1956 Jaguar D-Type,Classic Racers,506 B,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Jaguar,1961 Jaguar E-type,Rare Classics,414 C,UK,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Jaguar,1964 Jaguar Lightweight E-Type,Classic Racers,568 B,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Jaguar,1991 Jaguar Sport XJR-15,Retro Supercars,716 S1,UK,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Jaguar,1993 Jaguar XJ220,Retro Supercars,676 A,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Jaguar,1993 Jaguar XJ220S TWR,Retro Supercars,750 S1,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Jaguar,2010 Jaguar C-X75,Modern Supercars,810 S2,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Jeep,2012 Jeep Wrangler Rubicon,Pickups & 4x4's,350 D,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Jeep,2016 Jeep Trailcat,Unlimited Offroad,635 A,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Jeep,2018 Jeep Grand Cherokee Trackhawk,Sports Utility Heroes,631 A,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Jeep,2020 Jeep JT,Pickups & 4x4's,336 D,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Jimco,2019 Jimco #240 Fastball Racing Class 6100 Spec Trophy Truck,Unlimited Offroad,511 B,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Jimco,2020 Jimco #179 Hammerhead Class 1,Unlimited Buggies,652 A,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Koenigsegg,2008 Koenigsegg CCGT,Extreme Track Toys,900 S2,Sweden,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Koenigsegg,2011 Koenigsegg Agera,Hypercars,810 S2,Sweden,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Koenigsegg,2015 Koenigsegg One:1,Hypercars,890 S2,Sweden,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Koenigsegg,2016 Koenigsegg Regera,Hypercars,886 S2,Sweden,Autoshow,forza.net/fh6cars
fh6,Koenigsegg,2017 Koenigsegg Agera RS,Hypercars,890 S2,Sweden,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Koenigsegg,2020 Koenigsegg Jesko,Hypercars,899 S2,Sweden,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Koenigsegg,2024 Koenigsegg Gemera,Hypercars,900 S2,Sweden,Autoshow DLC,forza.net/fh6cars
fh6,KTM,2018 KTM X-Bow GT4,Extreme Track Toys,749 S1,Austria,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lamborghini,1967 Lamborghini Miura P400,Rare Classics,505 B,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lamborghini,1988 Lamborghini Countach LP5000 QV,Retro Supercars,622 A,Italy,Seasonal,forza.net/fh6cars
fh6,Lamborghini,1997 Lamborghini Diablo SV,Retro Supercars,649 A,Italy,Collection Journal,forza.net/fh6cars
fh6,Lamborghini,1999 Lamborghini Diablo GTR,Extreme Track Toys,823 S2,Italy,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Lamborghini,2010 Lamborghini Murciélago LP 670-4 SV,Modern Supercars,707 S1,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lamborghini,2011 Lamborghini Sesto Elemento,Extreme Track Toys,871 S2,Italy,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Lamborghini,2012 Lamborghini Aventador LP700-4,Hypercars,753 S1,Italy,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Lamborghini,2012 Lamborghini Gallardo LP570-4 Spyder Performante,Modern Supercars,685 A,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lamborghini,2013 Lamborghini Veneno,Hypercars,834 S2,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lamborghini,2014 Lamborghini Huracán LP 610-4,Modern Supercars,738 S1,Italy,"Autoshow, Wheelspin, Loyalty",forza.net/fh6cars
fh6,Lamborghini,2016 Lamborghini Centenario LP 770-4,Hypercars,792 S1,Italy,"Autoshow, Wheelspin, Loyalty",forza.net/fh6cars
fh6,Lamborghini,2018 Lamborghini Aventador SVJ,Hypercars,794 S1,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lamborghini,2019 Lamborghini Urus,Sports Utility Heroes,659 A,Italy,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Lamborghini,2020 Lamborghini Essenza SCV12,Extreme Track Toys,911 R,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lamborghini,2020 Lamborghini Huracán EVO,Modern Supercars,761 S1,Italy,Seasonal,forza.net/fh6cars
fh6,Lamborghini,2020 Lamborghini Huracán STO,Track Toys,783 S1,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lamborghini,2020 Lamborghini Sián Roadster,Hypercars,797 S1,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lamborghini,2021 Lamborghini Countach LPI 800-4,Hypercars,773 S1,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lamborghini,2022 Lamborghini Aventador LP 780-4 Ultimae,Hypercars,794 S1,Italy,Seasonal,forza.net/fh6cars
fh6,Lamborghini,2022 Lamborghini Huracán Sterrato,Rally Monsters,738 S1,Italy,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,Lamborghini,2022 Lamborghini Huracán Tecnica,Modern Supercars,747 S1,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lamborghini,2024 Lamborghini Revuelto,Hypercars,829 S2,Italy,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Lancia,1974 Lancia Stratos HF Stradale,Classic Rally,483 C,Italy,Collection Journal,forza.net/fh6cars
fh6,Lancia,1986 Lancia Delta S4,Retro Rally,564 B,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lancia,1992 Lancia Delta HF Integrale EVO,Retro Rally,489 C,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Land Rover,2015 Land Rover Range Rover Sport SVR,Sports Utility Heroes,604 A,UK,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Land Rover,2020 Land Rover Defender 110 X,Sports Utility Heroes,427 C,UK,Autoshow,forza.net/fh6cars
fh6,Lexus,2010 Lexus LFA,Modern Supercars,699 A,USA,Autoshow,forza.net/fh6cars
fh6,Lexus,2010 Lexus LFA Forza Edition,Extreme Track Toys,900 S2,USA,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,Lexus,2015 Lexus RC F,Modern Super Saloons,623 A,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lexus,2021 Lexus LC 500,GT Cars,592 B,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lincoln,1962 Lincoln Continental,Rods and Customs,267 D,USA,Collection Journal,forza.net/fh6cars
fh6,Lotus,1997 Lotus Elise GT1,Retro Supercars,709 S1,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lotus,1999 Lotus Elise Series 1 Sport 190,Retro Sports Cars,589 B,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lotus,2018 Lotus Exige Cup 430,Track Toys,732 S1,UK,Seasonal,forza.net/fh6cars
fh6,Lotus,2018 Lotus Scura Motorsports Exige WTAC,Extreme Track Toys,998 R,UK,"Collection Journal, Seasonal",forza.net/fh6cars
fh6,Lotus,2020 Lotus Evija,Hypercars,937 R,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Lotus,2020 Lotus Evija Forza Edition,Drift Cars,900 S2,UK,Autoshow DLC,forza.net/fh6cars
fh6,Lotus,2023 Lotus Emira,Modern Sports Cars,656 A,UK,Seasonal,forza.net/fh6cars
fh6,Lucid,2024 Lucid Air Sapphire,Modern Super Saloons,820 S2,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Maserati,1997 Maserati Ghibli Cup,Retro Sports Cars,591 B,Italy,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Maserati,2004 Maserati MC12,Retro Supercars,751 S1,Italy,Seasonal,forza.net/fh6cars
fh6,Maserati,2008 Maserati MC12 Versione Corsa,Extreme Track Toys,912 R,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Maserati,2022 Maserati MC20,Modern Supercars,753 S1,Italy,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mazda,1972 Mazda Cosmo 110S Series II,Classic Sports Cars,394 D,Japan,Seasonal,forza.net/fh6cars
fh6,Mazda,1973 Mazda RX-3,Classic Sports Cars,328 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mazda,1973 Mazda RX-3 Forza Edition,Classic Sports Cars,600 B,Japan,Seasonal,forza.net/fh6cars
fh6,Mazda,1974 Mazda #123 Mad Mike 808 Wagon 'FURSTY',Drift Cars,702 S1,Japan,Autoshow DLC,forza.net/fh6cars
fh6,Mazda,1985 Mazda RX-7 GSL-SE,Retro Sports Cars,357 D,Japan,Collection Journal,forza.net/fh6cars
fh6,Mazda,1990 Mazda Savanna RX-7,Retro Sports Cars,451 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mazda,1991 Mazda #55 Mazda 787B,Retro Racers,988 R,Japan,Collection Journal,forza.net/fh6cars
fh6,Mazda,1992 Mazda RX-7 Type R,Retro Sports Cars,548 B,Japan,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Mazda,1994 Mazda MX-5 Miata,Retro Sports Cars,329 D,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mazda,1994 Mazda MX-5 Miata Forza Edition,Retro Sports Cars,850 S2,Japan,Seasonal,forza.net/fh6cars
fh6,Mazda,2005 Mazda Mazdaspeed MX-5,Retro Sports Cars,469 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mazda,2008 Mazda Furai,Extreme Track Toys,926 R,Japan,Seasonal,forza.net/fh6cars
fh6,Mazda,2010 Mazda Mazdaspeed 3,Hot Hatch,536 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mazda,2011 Mazda RX-8 R3,Modern Sports Cars,508 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mazda,2013 Mazda MX-5,Modern Sports Cars,432 C,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mazda,2016 Mazda MX-5,Modern Sports Cars,499 C,Japan,Autoshow,forza.net/fh6cars
fh6,Mazda,2017 Mazda MX-5 Cup,Track Toys,586 B,Japan,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Mazda,2022 Mazda MX-5 Miata RF,Modern Sports Cars,509 B,Japan,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,McLaren,1993 McLaren F1,Retro Supercars,713 S1,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,McLaren,1997 McLaren F1 GT,Retro Supercars,769 S1,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,McLaren,2011 McLaren 12C Coupé,Modern Supercars,727 S1,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,McLaren,2013 McLaren P1,Hypercars,848 S2,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,McLaren,2014 McLaren 650S Spider,Modern Supercars,765 S1,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,McLaren,2015 McLaren 570S Coupé,Modern Supercars,721 S1,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,McLaren,2018 McLaren 600LT Coupé,Track Toys,780 S1,UK,Autoshow,forza.net/fh6cars
fh6,McLaren,2019 McLaren Speedtail,Hypercars,835 S2,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,McLaren,2021 McLaren 620R,Track Toys,773 S1,UK,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,McLaren,2021 McLaren 765LT Coupé,Track Toys,829 S2,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,McLaren,2021 McLaren Sabre,Hypercars,787 S1,UK,Seasonal,forza.net/fh6cars
fh6,McLaren,2023 McLaren Artura,Modern Supercars,766 S1,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-AMG,2015 Mercedes-AMG GT S,Super GT,691 A,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-AMG,2016 Mercedes-AMG C 63 S Coupé,Modern Super Saloons,645 A,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-AMG,2017 Mercedes-AMG GT R,Super GT,764 S1,Germany,Seasonal,forza.net/fh6cars
fh6,Mercedes-AMG,2018 Mercedes-AMG E 63 S,Modern Super Saloons,674 A,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-AMG,2018 Mercedes-AMG GT 4-Door Coupé,Modern Super Saloons,664 A,Germany,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Mercedes-AMG,2020 Mercedes-AMG GT Black Series,Track Toys,782 S1,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-AMG,2020 Mercedes-AMG GT Black Series Welcome Pack,Track Toys,900 S2,Germany,Autoshow DLC,forza.net/fh6cars
fh6,Mercedes-AMG,2020 Mercedes-AMG SLC 43 Final Edition,Modern Sports Cars,620 A,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-AMG,2021 Mercedes-AMG Mercedes-AMG ONE,Hypercars,900 S2,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-AMG,2021 Mercedes-AMG SL 63,GT Cars,690 A,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-Benz,1954 Mercedes-Benz 300 SL Coupé,Rare Classics,388 D,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-Benz,1955 Mercedes-Benz 300 SLR,Classic Racers,599 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-Benz,1987 Mercedes-Benz AMG Hammer Coupe,Retro Super Saloons,565 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-Benz,1990 Mercedes-Benz 190 E 2.5-16 Evolution II,Retro Super Saloons,460 C,Germany,Autoshow,forza.net/fh6cars
fh6,Mercedes-Benz,1990 Mercedes-Benz 190 E 2.5-16 Evolution II Forza Edition,Track Toys,700 A,Germany,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Mercedes-Benz,1998 Mercedes-Benz AMG CLK GTR,Retro Supercars,713 S1,Germany,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Mercedes-Benz,2009 Mercedes-Benz SL 65 AMG Black Series,Super GT,699 A,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-Benz,2012 Mercedes-Benz C 63 AMG Coupé Black Series,Modern Super Saloons,654 A,Germany,Autoshow,forza.net/fh6cars
fh6,Mercedes-Benz,2013 Mercedes-Benz A 45 AMG,Super Hot Hatch,582 B,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-Benz,2013 Mercedes-Benz G 65 AMG,Pickups & 4x4's,530 B,Germany,"Autoshow, Collection Journal",forza.net/fh6cars
fh6,Mercedes-Benz,2014 Mercedes-Benz G 63 AMG 6x6,Pickups & 4x4's,489 C,Germany,"Wheelspin, Seasonal",forza.net/fh6cars
fh6,Mercedes-Benz,2014 Mercedes-Benz Unimog U5023,Offroad,100 D,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Mercedes-Benz,2018 Mercedes-Benz X-Class,Pickups & 4x4's,258 D,Germany,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Meyers,1971 Meyers Manx,Buggies,201 D,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,Meyers,2023 Meyers Manx 2.0,Buggies,540 B,USA,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,MG,1986 MG Metro 6R4,Rally Monsters,627 A,UK,"Autoshow, Collection Journal, Wheelspin",forza.net/fh6cars
fh6,MINI,1965 MINI Cooper S,Classic Rally,158 D,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,MINI,2012 MINI John Cooper Works GP,Hot Hatch,509 B,UK,"Autoshow, Wheelspin",forza.net/fh6cars
fh6,MINI,2013 MINI X-Raid All4 Racing Countryman,Offroad,523 B,UK,"Autoshow, Wheelspin",forza.net/fh6cars
